timestamp,forecast_step,y_hat
2024-01-03 00:00:00+00:00,1,52.800441492828064
2024-01-03 01:00:00+00:00,2,52.800441492828064
2024-01-03 02:00:00+00:00,3,52.800441492828064
2024-01-03 03:00:00+00:00,4,52.800441492828064
2024-01-03 04:00:00+00:00,5,52.800441492828064
2024-01-03 05:00:00+00:00,6,52.800441492828064
2024-01-03 06:00:00+00:00,7,52.800441492828064
2024-01-03 07:00:00+00:00,8,52.800441492828064
2024-01-03 08:00:00+00:00,9,52.800441492828064
2024-01-03 09:00:00+00:00,10,52.800441492828064
2024-01-03 10:00:00+00:00,11,52.800441492828064
2024-01-03 11:00:00+00:00,12,52.800441492828064
2024-01-03 12:00:00+00:00,13,52.800441492828064
2024-01-03 13:00:00+00:00,14,52.800441492828064
2024-01-03 14:00:00+00:00,15,52.800441492828064
2024-01-03 15:00:00+00:00,16,52.800441492828064
2024-01-03 16:00:00+00:00,17,52.800441492828064
2024-01-03 17:00:00+00:00,18,52.800441492828064
2024-01-03 18:00:00+00:00,19,52.800441492828064
2024-01-03 19:00:00+00:00,20,52.800441492828064
2024-01-03 20:00:00+00:00,21,52.800441492828064
2024-01-03 21:00:00+00:00,22,52.800441492828064
2024-01-03 22:00:00+00:00,23,52.800441492828064
2024-01-03 23:00:00+00:00,24,52.800441492828064
