timestamp,forecast_step,y_hat
2024-01-08 00:00:00+00:00,1,50.616202931850154
2024-01-08 01:00:00+00:00,2,50.96954931326267
2024-01-08 02:00:00+00:00,3,49.556668364116106
2024-01-08 03:00:00+00:00,4,49.44615372929117
2024-01-08 04:00:00+00:00,5,49.72406524340254
2024-01-08 05:00:00+00:00,6,49.576692176269745
2024-01-08 06:00:00+00:00,7,49.468017042730445
2024-01-08 07:00:00+00:00,8,49.50020081246919
2024-01-08 08:00:00+00:00,9,49.502739843863964
2024-01-08 09:00:00+00:00,10,49.47943216064812
2024-01-08 10:00:00+00:00,11,49.476675415993356
2024-01-08 11:00:00+00:00,12,49.479724489639985
2024-01-08 12:00:00+00:00,13,49.47712487385616
2024-01-08 13:00:00+00:00,14,49.47526972166816
2024-01-08 14:00:00+00:00,15,49.47556205885692
2024-01-08 15:00:00+00:00,16,49.475492185726836
2024-01-08 16:00:00+00:00,17,49.475097859121206
2024-01-08 17:00:00+00:00,18,49.4750232124656
2024-01-08 18:00:00+00:00,19,49.475045699321335
2024-01-08 19:00:00+00:00,20,49.47499580576701
2024-01-08 20:00:00+00:00,21,49.474961977776246
2024-01-08 21:00:00+00:00,22,49.4749618672574
2024-01-08 22:00:00+00:00,23,49.47495827744712
2024-01-08 23:00:00+00:00,24,49.47495111873776
