timestamp,forecast_step,y_hat
2013-12-20 00:00:00+00:00,1,1746.06479133238
2013-12-20 01:00:00+00:00,2,1368.5010635196822
2013-12-20 02:00:00+00:00,3,1959.914003022077
2013-12-20 03:00:00+00:00,4,1546.2315963677993
2013-12-20 04:00:00+00:00,5,2359.7454711741348
2013-12-20 05:00:00+00:00,6,1709.492160986677
2013-12-20 06:00:00+00:00,7,2751.135757452269
2013-12-20 07:00:00+00:00,8,1748.6089052719208
2013-12-20 08:00:00+00:00,9,3116.9979963138812
2013-12-20 09:00:00+00:00,10,1644.6845785269225
2013-12-20 10:00:00+00:00,11,3495.4822204345946
2013-12-20 11:00:00+00:00,12,1393.081637538431
2013-12-20 12:00:00+00:00,13,3940.182453337322
2013-12-20 13:00:00+00:00,14,977.4489697644603
2013-12-20 14:00:00+00:00,15,4512.155223542488
2013-12-20 15:00:00+00:00,16,360.72756680324164
2013-12-20 16:00:00+00:00,17,5283.593996794896
2013-12-20 17:00:00+00:00,18,-519.9844356130361
2013-12-20 18:00:00+00:00,19,6346.114544971164
2013-12-20 19:00:00+00:00,20,-1759.7895650672508
2013-12-20 20:00:00+00:00,21,7821.933382093639
2013-12-20 21:00:00+00:00,22,-3495.7857257489686
2013-12-20 22:00:00+00:00,23,9878.391459653132
2013-12-20 23:00:00+00:00,24,-5921.789246554217
