timestamp,forecast_step,y_hat
2024-01-08 00:00:00+00:00,1,63.831017068865805
2024-01-08 01:00:00+00:00,2,65.15009060832952
2024-01-08 02:00:00+00:00,3,63.741152901360934
2024-01-08 03:00:00+00:00,4,64.28005588859747
2024-01-08 04:00:00+00:00,5,64.26036588915909
2024-01-08 05:00:00+00:00,6,64.36615028208983
2024-01-08 06:00:00+00:00,7,64.35486762279405
2024-01-08 07:00:00+00:00,8,64.35539666728242
2024-01-08 08:00:00+00:00,9,64.34840400726605
2024-01-08 09:00:00+00:00,10,64.34740009382048
2024-01-08 10:00:00+00:00,11,64.34701363556361
2024-01-08 11:00:00+00:00,12,64.34735365759195
2024-01-08 12:00:00+00:00,13,64.34749953896744
2024-01-08 13:00:00+00:00,14,64.34756573189081
2024-01-08 14:00:00+00:00,15,64.3475625863314
2024-01-08 15:00:00+00:00,16,64.34755323207645
2024-01-08 16:00:00+00:00,17,64.34754656779168
2024-01-08 17:00:00+00:00,18,64.34754495459737
2024-01-08 18:00:00+00:00,19,64.3475450623994
2024-01-08 19:00:00+00:00,20,64.34754549728422
2024-01-08 20:00:00+00:00,21,64.34754571300797
2024-01-08 21:00:00+00:00,22,64.34754576637383
2024-01-08 22:00:00+00:00,23,64.34754575473832
2024-01-08 23:00:00+00:00,24,64.3475457385866
