timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,37.56339077155868
2014-01-02 00:00:00+00:00,2,38.24513104244334
2014-01-02 01:00:00+00:00,3,45.16543816615787
2014-01-02 02:00:00+00:00,4,44.537269869381234
2014-01-02 03:00:00+00:00,5,47.77552615753749
2014-01-02 04:00:00+00:00,6,46.792817454377634
2014-01-02 05:00:00+00:00,7,48.30113072029109
2014-01-02 06:00:00+00:00,8,47.500423856268704
2014-01-02 07:00:00+00:00,9,48.25989792353985
2014-01-02 08:00:00+00:00,10,47.73021472214466
2014-01-02 09:00:00+00:00,11,48.14553541491346
2014-01-02 10:00:00+00:00,12,47.82407407537549
2014-01-02 11:00:00+00:00,13,48.06277707384453
2014-01-02 12:00:00+00:00,14,47.874108991306294
2014-01-02 13:00:00+00:00,15,48.01399004091154
2014-01-02 14:00:00+00:00,16,47.90431289664442
2014-01-02 15:00:00+00:00,17,47.98658661198401
2014-01-02 16:00:00+00:00,18,47.92284199610447
2014-01-02 17:00:00+00:00,19,47.97115540426841
2014-01-02 18:00:00+00:00,20,47.934026591660036
2014-01-02 19:00:00+00:00,21,47.962334356593594
2014-01-02 20:00:00+00:00,22,47.9406671593846
2014-01-02 21:00:00+00:00,23,47.95722835449203
2014-01-02 22:00:00+00:00,24,47.94457034933905
