timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,123.46190087219745
2014-01-02 00:00:00+00:00,2,116.39665250049596
2014-01-02 01:00:00+00:00,3,142.77045571639707
2014-01-02 02:00:00+00:00,4,135.60784576119164
2014-01-02 03:00:00+00:00,5,157.3503226708772
2014-01-02 04:00:00+00:00,6,149.94512965300328
2014-01-02 05:00:00+00:00,7,167.6138749731025
2014-01-02 06:00:00+00:00,8,160.27350230998488
2014-01-02 07:00:00+00:00,9,174.69673115320532
2014-01-02 08:00:00+00:00,10,167.68092434467727
2014-01-02 09:00:00+00:00,11,179.53954979430668
2014-01-02 10:00:00+00:00,12,173.00568261561898
2014-01-02 11:00:00+00:00,13,182.82399031514603
2014-01-02 12:00:00+00:00,14,176.8497646847483
2014-01-02 13:00:00+00:00,15,185.02987822434358
2014-01-02 14:00:00+00:00,16,179.63968925684145
2014-01-02 15:00:00+00:00,17,186.49240367740552
2014-01-02 16:00:00+00:00,18,181.67707555184694
2014-01-02 17:00:00+00:00,19,187.4450169022067
2014-01-02 18:00:00+00:00,20,183.17538670303253
2014-01-02 19:00:00+00:00,21,188.04994203750377
2014-01-02 20:00:00+00:00,22,184.28594297920145
2014-01-02 21:00:00+00:00,23,188.41962785081282
2014-01-02 22:00:00+00:00,24,185.11624030796338
