timestamp,forecast_step,y_hat
2013-12-20 00:00:00+00:00,1,141.65200531095263
2013-12-20 01:00:00+00:00,2,128.4710444560613
2013-12-20 02:00:00+00:00,3,136.2956015528046
2013-12-20 03:00:00+00:00,4,132.17204006042374
2013-12-20 04:00:00+00:00,5,134.247025068803
2013-12-20 05:00:00+00:00,6,133.46496940424908
2013-12-20 06:00:00+00:00,7,133.78182312099898
2013-12-20 07:00:00+00:00,8,133.7604270291656
2013-12-20 08:00:00+00:00,9,133.75119688430678
2013-12-20 09:00:00+00:00,10,133.80402357441562
2013-12-20 10:00:00+00:00,11,133.78100299461565
2013-12-20 11:00:00+00:00,12,133.80734309796514
2013-12-20 12:00:00+00:00,13,133.80011550275526
2013-12-20 13:00:00+00:00,14,133.80859822193864
2013-12-20 14:00:00+00:00,15,133.80806383612088
2013-12-20 15:00:00+00:00,16,133.81030502987505
2013-12-20 16:00:00+00:00,17,133.8109987241201
2013-12-20 17:00:00+00:00,18,133.81160028580976
2013-12-20 18:00:00+00:00,19,133.8121171642215
2013-12-20 19:00:00+00:00,20,133.81233630289978
2013-12-20 20:00:00+00:00,21,133.8125914012017
2013-12-20 21:00:00+00:00,22,133.81270041040744
2013-12-20 22:00:00+00:00,23,133.812811721175
2013-12-20 23:00:00+00:00,24,133.8128701325987
