timestamp,forecast_step,y_hat
2024-01-03 00:00:00+00:00,1,53.86029844172705
2024-01-03 01:00:00+00:00,2,54.33555308342238
2024-01-03 02:00:00+00:00,3,55.07702855581882
2024-01-03 03:00:00+00:00,4,56.268575170479096
2024-01-03 04:00:00+00:00,5,56.306060143747175
2024-01-03 05:00:00+00:00,6,56.277289766130224
2024-01-03 06:00:00+00:00,7,56.253483987249716
2024-01-03 07:00:00+00:00,8,56.13354166992351
2024-01-03 08:00:00+00:00,9,56.12869579153537
2024-01-03 09:00:00+00:00,10,56.131878647545754
2024-01-03 10:00:00+00:00,11,56.129086112555854
2024-01-03 11:00:00+00:00,12,56.14110933482369
2024-01-03 12:00:00+00:00,13,56.14177518090537
2024-01-03 13:00:00+00:00,14,56.14119757081319
2024-01-03 14:00:00+00:00,15,56.142005390610244
2024-01-03 15:00:00+00:00,16,56.14081086529134
2024-01-03 16:00:00+00:00,17,56.140708647651834
2024-01-03 17:00:00+00:00,18,56.14081612329538
2024-01-03 18:00:00+00:00,19,56.140681992012084
2024-01-03 19:00:00+00:00,20,56.14079854463648
2024-01-03 20:00:00+00:00,21,56.14081517298804
2024-01-03 21:00:00+00:00,22,56.1407970219922
2024-01-03 22:00:00+00:00,23,56.1408156965997
2024-01-03 23:00:00+00:00,24,56.1408046995064
