timestamp,forecast_step,y_hat
2024-01-08 00:00:00+00:00,1,62.30715488766593
2024-01-08 01:00:00+00:00,2,63.8744743673935
2024-01-08 02:00:00+00:00,3,61.66192882706211
2024-01-08 03:00:00+00:00,4,63.05513655929366
2024-01-08 04:00:00+00:00,5,62.366419483425766
2024-01-08 05:00:00+00:00,6,62.71305559821553
2024-01-08 06:00:00+00:00,7,62.4758014610281
2024-01-08 07:00:00+00:00,8,62.60274278935012
2024-01-08 08:00:00+00:00,9,62.53319857472803
2024-01-08 09:00:00+00:00,10,62.57361668379413
2024-01-08 10:00:00+00:00,11,62.55026758794665
2024-01-08 11:00:00+00:00,12,62.563190091232165
2024-01-08 12:00:00+00:00,13,62.55582139526382
2024-01-08 13:00:00+00:00,14,62.56003119609535
2024-01-08 14:00:00+00:00,15,62.55765081177921
2024-01-08 15:00:00+00:00,16,62.5589970737882
2024-01-08 16:00:00+00:00,17,62.55823074149846
2024-01-08 17:00:00+00:00,18,62.558665393542576
2024-01-08 18:00:00+00:00,19,62.55841911170575
2024-01-08 19:00:00+00:00,20,62.55855888806027
2024-01-08 20:00:00+00:00,21,62.55847954936067
2024-01-08 21:00:00+00:00,22,62.55852453921956
2024-01-08 22:00:00+00:00,23,62.55849901671992
2024-01-08 23:00:00+00:00,24,62.55851349890297
