timestamp,forecast_step,y_hat
2013-12-20 00:00:00+00:00,1,1999.6915794965348
2013-12-20 01:00:00+00:00,2,1738.3243161029586
2013-12-20 02:00:00+00:00,3,1970.6209244916329
2013-12-20 03:00:00+00:00,4,1812.7994259728212
2013-12-20 04:00:00+00:00,5,1970.6209244916329
2013-12-20 05:00:00+00:00,6,1970.6209244916329
2013-12-20 06:00:00+00:00,7,1970.6209244916329
2013-12-20 07:00:00+00:00,8,1970.6209244916329
2013-12-20 08:00:00+00:00,9,1970.6209244916329
2013-12-20 09:00:00+00:00,10,1970.6209244916329
2013-12-20 10:00:00+00:00,11,1970.6209244916329
2013-12-20 11:00:00+00:00,12,1970.6209244916329
2013-12-20 12:00:00+00:00,13,1970.6209244916329
2013-12-20 13:00:00+00:00,14,1970.6209244916329
2013-12-20 14:00:00+00:00,15,1970.6209244916329
2013-12-20 15:00:00+00:00,16,1970.6209244916329
2013-12-20 16:00:00+00:00,17,1970.6209244916329
2013-12-20 17:00:00+00:00,18,1970.6209244916329
2013-12-20 18:00:00+00:00,19,1970.6209244916329
2013-12-20 19:00:00+00:00,20,1970.6209244916329
2013-12-20 20:00:00+00:00,21,1970.6209244916329
2013-12-20 21:00:00+00:00,22,1970.6209244916329
2013-12-20 22:00:00+00:00,23,1970.6209244916329
2013-12-20 23:00:00+00:00,24,1970.6209244916329
