timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,19079.737807205136
2014-01-02 00:00:00+00:00,2,18954.499120907414
2014-01-02 01:00:00+00:00,3,21547.06249446583
2014-01-02 02:00:00+00:00,4,23053.62942192202
2014-01-02 03:00:00+00:00,5,23859.97993977515
2014-01-02 04:00:00+00:00,6,24300.332739570484
2014-01-02 05:00:00+00:00,7,24617.272187462186
2014-01-02 06:00:00+00:00,8,24806.583329672467
2014-01-02 07:00:00+00:00,9,24932.285619651033
2014-01-02 08:00:00+00:00,10,25011.898546071916
2014-01-02 09:00:00+00:00,11,25063.57848954136
2014-01-02 10:00:00+00:00,12,25096.46184321819
2014-01-02 11:00:00+00:00,13,25117.715327315866
2014-01-02 12:00:00+00:00,14,25131.32611190196
2014-01-02 13:00:00+00:00,15,25140.0801496414
2014-01-02 14:00:00+00:00,16,25145.697671747635
2014-01-02 15:00:00+00:00,17,25149.308712296683
2014-01-02 16:00:00+00:00,18,25151.626885159974
2014-01-02 17:00:00+00:00,19,25153.11626269755
2014-01-02 18:00:00+00:00,20,25154.072782389878
2014-01-02 19:00:00+00:00,21,25154.687214060184
2014-01-02 20:00:00+00:00,22,25155.081842127765
2014-01-02 21:00:00+00:00,23,25155.335326428136
2014-01-02 22:00:00+00:00,24,25155.49813764249
