timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,561.0437538573493
2014-01-02 00:00:00+00:00,2,556.9562941126213
2014-01-02 01:00:00+00:00,3,814.4517869861103
2014-01-02 02:00:00+00:00,4,859.1699659073257
2014-01-02 03:00:00+00:00,5,976.538455263554
2014-01-02 04:00:00+00:00,6,1035.5554771391826
2014-01-02 05:00:00+00:00,7,1111.936218944717
2014-01-02 06:00:00+00:00,8,1170.1165932936638
2014-01-02 07:00:00+00:00,9,1236.0561399624937
2014-01-02 08:00:00+00:00,10,1294.155249285116
2014-01-02 09:00:00+00:00,11,1353.716377857983
2014-01-02 10:00:00+00:00,12,1409.4464204424812
2014-01-02 11:00:00+00:00,13,1464.4746224808757
2014-01-02 12:00:00+00:00,14,1517.11494937596
2014-01-02 13:00:00+00:00,15,1568.4098648774773
2014-01-02 14:00:00+00:00,16,1618.5412727744663
2014-01-02 15:00:00+00:00,17,1668.6154777198471
2014-01-02 16:00:00+00:00,18,1717.471237925219
2014-01-02 17:00:00+00:00,19,1765.9515263645822
2014-01-02 18:00:00+00:00,20,1813.5374836913657
2014-01-02 19:00:00+00:00,21,1860.5688099146037
2014-01-02 20:00:00+00:00,22,1906.8481549136245
2014-01-02 21:00:00+00:00,23,1952.5160684435928
2014-01-02 22:00:00+00:00,24,1997.5539614874958
