timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,30.389759263748584
2014-01-02 00:00:00+00:00,2,30.64533196434555
2014-01-02 01:00:00+00:00,3,31.191526606012793
2014-01-02 02:00:00+00:00,4,31.406717070705042
2014-01-02 03:00:00+00:00,5,31.108583401398754
2014-01-02 04:00:00+00:00,6,31.363612110223126
2014-01-02 05:00:00+00:00,7,31.108583401398754
2014-01-02 06:00:00+00:00,8,31.363612110223126
2014-01-02 07:00:00+00:00,9,31.108583401398754
2014-01-02 08:00:00+00:00,10,31.363612110223126
2014-01-02 09:00:00+00:00,11,31.108583401398754
2014-01-02 10:00:00+00:00,12,31.363612110223126
2014-01-02 11:00:00+00:00,13,31.108583401398754
2014-01-02 12:00:00+00:00,14,31.363612110223126
2014-01-02 13:00:00+00:00,15,31.108583401398754
2014-01-02 14:00:00+00:00,16,31.363612110223126
2014-01-02 15:00:00+00:00,17,31.108583401398754
2014-01-02 16:00:00+00:00,18,31.363612110223126
2014-01-02 17:00:00+00:00,19,31.108583401398754
2014-01-02 18:00:00+00:00,20,31.363612110223126
2014-01-02 19:00:00+00:00,21,31.108583401398754
2014-01-02 20:00:00+00:00,22,31.363612110223126
2014-01-02 21:00:00+00:00,23,31.108583401398754
2014-01-02 22:00:00+00:00,24,31.363612110223126
