timestamp,forecast_step,y_hat
2024-01-08 00:00:00+00:00,1,61.703050212193645
2024-01-08 01:00:00+00:00,2,61.91149628213182
2024-01-08 02:00:00+00:00,3,61.75087349079675
2024-01-08 03:00:00+00:00,4,61.7740764521688
2024-01-08 04:00:00+00:00,5,61.82566178511494
2024-01-08 05:00:00+00:00,6,61.78821823600946
2024-01-08 06:00:00+00:00,7,61.803778049561686
2024-01-08 07:00:00+00:00,8,61.80887152174429
2024-01-08 08:00:00+00:00,9,61.80002422452596
2024-01-08 09:00:00+00:00,10,61.804993984701056
2024-01-08 10:00:00+00:00,11,61.80446924870093
2024-01-08 11:00:00+00:00,12,61.80291368815754
2024-01-08 12:00:00+00:00,13,61.80425054599405
2024-01-08 13:00:00+00:00,14,61.80379639113209
2024-01-08 14:00:00+00:00,15,61.80363200515147
2024-01-08 15:00:00+00:00,16,61.803927842196956
2024-01-08 16:00:00+00:00,17,61.80376468147623
2024-01-08 17:00:00+00:00,18,61.80377818714099
2024-01-08 18:00:00+00:00,19,61.80382979611676
2024-01-08 19:00:00+00:00,20,61.80378547354852
2024-01-08 20:00:00+00:00,21,61.80379987149576
2024-01-08 21:00:00+00:00,22,61.80380561281751
2024-01-08 22:00:00+00:00,23,61.803795795345465
2024-01-08 23:00:00+00:00,24,61.803801116043154
