timestamp,forecast_step,y_hat
2014-01-01 23:00:00+00:00,1,118.10023233125374
2014-01-02 00:00:00+00:00,2,117.49012214100493
2014-01-02 01:00:00+00:00,3,127.58550834569434
2014-01-02 02:00:00+00:00,4,127.19599019796739
2014-01-02 03:00:00+00:00,5,131.00633659674762
2014-01-02 04:00:00+00:00,6,128.68079308694772
2014-01-02 05:00:00+00:00,7,128.84385484573306
2014-01-02 06:00:00+00:00,8,128.68079308694772
2014-01-02 07:00:00+00:00,9,128.68079308694772
2014-01-02 08:00:00+00:00,10,128.68079308694772
2014-01-02 09:00:00+00:00,11,128.68079308694772
2014-01-02 10:00:00+00:00,12,128.68079308694772
2014-01-02 11:00:00+00:00,13,128.68079308694772
2014-01-02 12:00:00+00:00,14,128.68079308694772
2014-01-02 13:00:00+00:00,15,128.68079308694772
2014-01-02 14:00:00+00:00,16,128.68079308694772
2014-01-02 15:00:00+00:00,17,128.68079308694772
2014-01-02 16:00:00+00:00,18,128.68079308694772
2014-01-02 17:00:00+00:00,19,128.68079308694772
2014-01-02 18:00:00+00:00,20,128.68079308694772
2014-01-02 19:00:00+00:00,21,128.68079308694772
2014-01-02 20:00:00+00:00,22,128.68079308694772
2014-01-02 21:00:00+00:00,23,128.68079308694772
2014-01-02 22:00:00+00:00,24,128.68079308694772
