timestamp,forecast_step,y_hat
2024-01-03 00:00:00+00:00,1,23.924959381784763
2024-01-03 01:00:00+00:00,2,26.659896169296772
2024-01-03 02:00:00+00:00,3,34.06353249503824
2024-01-03 03:00:00+00:00,4,38.955565546990066
2024-01-03 04:00:00+00:00,5,39.66358678676979
2024-01-03 05:00:00+00:00,6,37.574983914881635
2024-01-03 06:00:00+00:00,7,36.136766669575024
2024-01-03 07:00:00+00:00,8,35.97245803008935
2024-01-03 08:00:00+00:00,9,36.44240021117249
2024-01-03 09:00:00+00:00,10,36.84981781915243
2024-01-03 10:00:00+00:00,11,36.91728016415736
2024-01-03 11:00:00+00:00,12,36.79739501213652
2024-01-03 12:00:00+00:00,13,36.6890944262577
2024-01-03 13:00:00+00:00,14,36.66485341467881
2024-01-03 14:00:00+00:00,15,36.69393983358977
2024-01-03 15:00:00+00:00,16,36.7233815813908
2024-01-03 16:00:00+00:00,17,36.731161739321685
2024-01-03 17:00:00+00:00,18,36.724249347257945
2024-01-03 18:00:00+00:00,19,36.7163480057712
2024-01-03 19:00:00+00:00,20,36.71389900896841
2024-01-03 20:00:00+00:00,21,36.715520779330305
2024-01-03 21:00:00+00:00,22,36.71762517084943
2024-01-03 22:00:00+00:00,23,36.71837179683801
2024-01-03 23:00:00+00:00,24,36.71800277849524
