timestamp,forecast_step,y_hat
2024-01-08 00:00:00+00:00,1,62.148905102229975
2024-01-08 01:00:00+00:00,2,64.25036869974467
2024-01-08 02:00:00+00:00,3,61.17284927651945
2024-01-08 03:00:00+00:00,4,63.23999993166004
2024-01-08 04:00:00+00:00,5,61.93110469591156
2024-01-08 05:00:00+00:00,6,62.61483550451858
2024-01-08 06:00:00+00:00,7,62.06943404930972
2024-01-08 07:00:00+00:00,8,62.401989940219934
2024-01-08 08:00:00+00:00,9,62.18939954061854
2024-01-08 09:00:00+00:00,10,62.3241016399473
2024-01-08 10:00:00+00:00,11,62.23315824348299
2024-01-08 11:00:00+00:00,12,62.290195446681466
2024-01-08 12:00:00+00:00,13,62.25318731258619
2024-01-08 13:00:00+00:00,14,62.27706750977867
2024-01-08 14:00:00+00:00,15,62.26154677125969
2024-01-08 15:00:00+00:00,16,62.27148465949077
2024-01-08 16:00:00+00:00,17,62.26504504825358
2024-01-08 17:00:00+00:00,18,62.26920004606636
2024-01-08 18:00:00+00:00,19,62.266515842078995
2024-01-08 19:00:00+00:00,20,62.26824581189981
2024-01-08 20:00:00+00:00,21,62.267127548385695
2024-01-08 21:00:00+00:00,22,62.267849116779075
2024-01-08 22:00:00+00:00,23,62.26738325135118
2024-01-08 23:00:00+00:00,24,62.2676839177216
